StockCode,model,smoothing_level_alpha,initial_level,sse,aic,n_train_weeks,train_start,train_end,converged,mae_naive,mae_mean,mae_hw,beats_naive,product,ABC,XYZ,class
20719,SimpleExponentialSmoothing,0.0351,200.43,1535536.8,907.2,93,2009-11-30,2011-09-05,True,108.92307692307692,74.0074441687345,70.80479912260861,True,WOODLAND CHARLOTTE BAG,A,X,AX
47566B,SimpleExponentialSmoothing,0.3043,22.68,499018.8,802.7,93,2009-11-30,2011-09-05,True,9.0,56.05128205128204,15.06305551043624,False,TEA TIME PARTY BUNTING,A,Y,AY
22624,SimpleExponentialSmoothing,0.4771,0.0,41046.2,570.4,93,2009-11-30,2011-09-05,True,51.07692307692308,18.54921422663358,27.33087991762288,True,IVORY KITCHEN SCALES,A,Y,AY
21930,SimpleExponentialSmoothing,0.0,122.55,751351.0,840.7,93,2009-11-30,2011-09-05,True,151.69230769230768,73.80397022332507,73.80396841983352,True,JUMBO STORAGE BAG SKULLS,A,X,AX
72741,SimpleExponentialSmoothing,0.2399,277.68,3725430.7,989.6,93,2009-11-30,2011-09-05,True,91.84615384615384,84.00248138957816,100.37518673186776,False,GRAND CHOCOLATECANDLE,A,Y,AY
22835,SimpleExponentialSmoothing,0.5321,0.0,200909.0,718.1,93,2009-11-30,2011-09-05,True,96.6153846153846,119.92721257237385,77.35170778804134,True,HOT WATER BOTTLE I AM SO POORLY,A,Z,AZ
84991,SimpleExponentialSmoothing,0.1242,588.63,9544375.4,1077.1,93,2009-11-30,2011-09-05,True,564.6153846153846,251.53763440860212,183.00158190321443,True,60 TEATIME FAIRY CAKE CASES,A,X,AX
22961,SimpleExponentialSmoothing,0.2703,0.0,2631479.7,957.3,93,2009-11-30,2011-09-05,True,149.30769230769232,274.4557485525228,142.7302520967911,True,JAM MAKING SET PRINTED,A,Y,AY
20750,SimpleExponentialSmoothing,0.0,34.44,46480.9,581.9,93,2009-11-30,2011-09-05,True,16.384615384615383,16.34160463192721,16.34160463651244,True,RED RETROSPOT MINI CASES,A,X,AX
71459,SimpleExponentialSmoothing,0.1711,226.25,7681945.4,1056.9,93,2009-11-30,2011-09-05,True,197.46153846153845,190.16625310173697,134.41422566339205,True,HANGING JAM JAR T-LIGHT HOLDER,A,Y,AY
22734,SimpleExponentialSmoothing,0.3957,0.0,3901707.9,993.9,93,2009-11-30,2011-09-05,True,128.53846153846155,140.15550041356497,160.7310887700747,False,SET OF 6 RIBBONS VINTAGE CHRISTMAS,A,Z,AZ
22149,SimpleExponentialSmoothing,0.3459,199.04,788304.6,845.2,93,2009-11-30,2011-09-05,True,180.46153846153845,197.9487179487179,192.5448092198073,False,FELTCRAFT 6 FLOWER FRIENDS,A,Y,AY
22867,SimpleExponentialSmoothing,0.9872,0.0,1511910.2,905.8,93,2009-11-30,2011-09-05,True,163.15384615384616,259.6451612903225,163.78982554507542,False,HAND WARMER BIRD DESIGN,A,Z,AZ
48111,SimpleExponentialSmoothing,0.0836,69.07,302220.1,756.0,93,2009-11-30,2011-09-05,True,48.69230769230769,62.668320926385455,43.18901689806062,True,DOORMAT 3 SMILEY CATS,A,Z,AZ
22551,SimpleExponentialSmoothing,0.2346,2.8,1205823.2,884.7,93,2009-11-30,2011-09-05,True,55.38461538461539,74.80562448304383,74.87315139280865,False,PLASTERS IN TIN SPACEBOY,A,Y,AY
82600,SimpleExponentialSmoothing,0.0,114.99,498073.0,802.5,93,2009-11-30,2011-09-05,True,244.3846153846154,188.22497932175352,188.2249788441902,True,NO SINGING METAL SIGN,A,Y,AY
20711,SimpleExponentialSmoothing,0.0,124.73,1668530.3,914.9,93,2009-11-30,2011-09-05,True,60.61538461538461,73.01488833746899,73.0148794299477,False,JUMBO BAG TOYS,A,Y,AY
21481,SimpleExponentialSmoothing,0.2906,142.57,1187995.9,883.3,93,2009-11-30,2011-09-05,True,67.15384615384616,46.98097601323408,59.65725688092677,True,FAWN BLUE HOT WATER BOTTLE,A,Y,AY
22507,SimpleExponentialSmoothing,0.06,22.11,700175.6,834.2,93,2009-11-30,2011-09-05,True,41.61538461538461,48.12820512820512,46.69010819956031,False,MEMO BOARD RETROSPOT  DESIGN,A,Z,AZ
37503,SimpleExponentialSmoothing,0.1605,84.49,128269.2,676.3,93,2009-11-30,2011-09-05,True,0.0,26.5483870967742,0.0029013349746135,False,TEA TIME CAKE STAND IN GIFT BOX,A,Z,AZ
22087,SimpleExponentialSmoothing,0.5738,28.98,512625.2,805.2,93,2009-11-30,2011-09-05,True,48.38461538461539,98.31761786600497,48.38465497479659,False,PAPER BUNTING WHITE LACE,A,Y,AY
21080,SimpleExponentialSmoothing,0.0911,288.85,4504325.8,1007.3,93,2009-11-30,2011-09-05,True,70.6923076923077,108.2712985938792,67.60760278166208,True,SET/20 RED RETROSPOT PAPER NAPKINS,A,X,AX
21108,SimpleExponentialSmoothing,0.0,103.72,18942137.0,1140.9,93,2009-11-30,2011-09-05,True,247.23076923076923,202.26137303556663,202.2611661859999,True,FAIRY CAKE FLANNEL ASSORTED COLOUR,A,Z,AZ
84755,SimpleExponentialSmoothing,0.2964,151.61,7749004.0,1057.7,93,2009-11-30,2011-09-05,True,192.6153846153846,220.60794044665013,185.0413898423644,True,COLOUR GLASS T-LIGHT HOLDER HANGING,A,Y,AY
22084,SimpleExponentialSmoothing,0.6899,113.38,1026845.6,869.8,93,2009-11-30,2011-09-05,True,2.1538461538461537,92.91149710504548,2.07345118074467,True,PAPER CHAIN KIT EMPIRE,A,Z,AZ
21527,SimpleExponentialSmoothing,0.1056,59.33,148501.6,689.9,93,2009-11-30,2011-09-05,True,0.0,36.12903225806452,2.137851507058905,False,RED RETROSPOT TRADITIONAL TEAPOT,A,Y,AY
23173,SimpleExponentialSmoothing,0.1713,0.0,440273.5,791.0,93,2009-11-30,2011-09-05,True,44.46153846153846,22.253101736972702,53.57566043366637,False,REGENCY TEAPOT ROSES,A,Z,AZ
20972,SimpleExponentialSmoothing,0.1069,157.47,4497965.9,1007.1,93,2009-11-30,2011-09-05,True,64.3076923076923,64.18114143920596,66.3024385964029,False,PINK CREAM FELT CRAFT TRINKET BOX,A,Y,AY
21314,SimpleExponentialSmoothing,0.0442,143.17,1514634.4,905.9,93,2009-11-30,2011-09-05,True,49.76923076923077,47.95285359801489,48.1656303912201,True,SMALL GLASS HEART TRINKET POT,A,Y,AY
84836,SimpleExponentialSmoothing,0.1497,289.31,2189150.5,940.2,93,2009-11-30,2011-09-05,True,85.15384615384616,92.32506203473946,78.90297013558023,True,ZINC METAL HEART DECORATION,A,Y,AY
84077,SimpleExponentialSmoothing,0.0,962.13,80340517.6,1275.2,93,2009-11-30,2011-09-05,True,868.0769230769231,480.6426799007445,480.6415955412145,True,WORLD WAR 2 GLIDERS ASSTD DESIGNS,A,Y,AY
22722,SimpleExponentialSmoothing,0.2409,0.0,302571.5,756.1,93,2009-11-30,2011-09-05,True,197.46153846153845,168.02481389578168,174.27450471499196,True,SET OF 6 SPICE TINS PANTRY DESIGN,A,Z,AZ
22698,SimpleExponentialSmoothing,0.4219,0.0,386722.9,779.0,93,2009-11-30,2011-09-05,True,70.23076923076923,73.39702233250621,56.790786358206894,True,PINK REGENCY TEACUP AND SAUCER,A,Y,AY
22728,SimpleExponentialSmoothing,0.1238,0.01,540221.0,810.0,93,2009-11-30,2011-09-05,True,79.76923076923077,121.35980148883374,79.22837261466489,True,ALARM CLOCK BAKELIKE PINK,A,Z,AZ
48173C,SimpleExponentialSmoothing,0.0,41.19,778708.5,844.0,93,2009-11-30,2011-09-05,True,19.923076923076923,33.51861042183622,33.518631194359685,False,DOORMAT BLACK FLOCK,A,Z,AZ
21231,SimpleExponentialSmoothing,0.424,315.27,1754661.6,919.6,93,2009-11-30,2011-09-05,True,88.15384615384616,56.21091811414392,90.89287158843771,False,SWEETHEART CERAMIC TRINKET BOX,A,Y,AY
47590A,SimpleExponentialSmoothing,0.3372,15.35,324236.7,762.6,93,2009-11-30,2011-09-05,True,16.076923076923077,23.680727874276265,21.933821076936223,False,BLUE HAPPY BIRTHDAY BUNTING,A,Y,AY
22171,SimpleExponentialSmoothing,0.0,32.29,252149.2,739.2,93,2009-11-30,2011-09-05,True,13.153846153846152,20.6302729528536,20.63022215322186,False,3 HOOK PHOTO SHELF ANTIQUE WHITE,A,Z,AZ
23344,SimpleExponentialSmoothing,0.3376,0.0,225009.9,728.6,93,2009-11-30,2011-09-05,True,311.46153846153845,658.1869313482215,447.3563786567475,False,JUMBO BAG 50'S CHRISTMAS,A,Z,AZ
21955,SimpleExponentialSmoothing,0.0365,58.25,624053.9,823.5,93,2009-11-30,2011-09-05,True,12.76923076923077,36.1232423490488,27.82976602297216,False,DOORMAT UNION JACK GUNS AND ROSES,A,Z,AZ
21790,SimpleExponentialSmoothing,0.3853,236.72,2482978.5,951.9,93,2009-11-30,2011-09-05,True,494.7692307692308,246.82712985938795,171.340511450348,True,VINTAGE SNAP CARDS,A,Y,AY
23243,SimpleExponentialSmoothing,0.1743,0.0,389533.4,779.6,93,2009-11-30,2011-09-05,True,168.69230769230768,191.89660876757645,180.74480552743307,False,SET OF TEA COFFEE SUGAR TINS PANTRY,A,Z,AZ
22605,SimpleExponentialSmoothing,0.2934,0.0,66901.0,615.8,93,2009-11-30,2011-09-05,True,6.615384615384615,9.310173697270471,6.470076078436005,True,WOODEN CROQUET GARDEN SET,A,Z,AZ
22625,SimpleExponentialSmoothing,0.2554,0.0,38030.2,563.3,93,2009-11-30,2011-09-05,True,38.76923076923077,16.11993382961125,19.282117239364947,True,RED KITCHEN SCALES,A,Y,AY
84406B,SimpleExponentialSmoothing,0.0848,84.1,419738.6,786.6,93,2009-11-30,2011-09-05,True,11.538461538461538,56.71960297766749,28.406519783423416,False,CREAM CUPID HEARTS COAT HANGER,A,Y,AY
22607,SimpleExponentialSmoothing,0.3973,0.0,81014.6,633.6,93,2009-11-30,2011-09-05,True,10.461538461538462,17.234904880066168,9.695124122062149,True,WOODEN ROUNDERS GARDEN SET,A,Y,AY
21791,SimpleExponentialSmoothing,0.1791,175.82,3110834.3,972.9,93,2009-11-30,2011-09-05,True,113.84615384615384,109.73945409429278,107.94714578028116,True,VINTAGE HEADS AND TAILS CARD GAME,A,Y,AY
22554,SimpleExponentialSmoothing,0.1558,9.15,845110.9,851.7,93,2009-11-30,2011-09-05,True,81.07692307692308,95.2952853598015,85.63346131454962,False,PLASTERS IN TIN WOODLAND ANIMALS,A,Y,AY
21936,SimpleExponentialSmoothing,0.2432,37.79,544451.3,810.8,93,2009-11-30,2011-09-05,True,77.46153846153847,65.18196856906535,55.32817823583795,True,RED RETROSPOT PICNIC BAG,A,Y,AY
84970S,SimpleExponentialSmoothing,0.1848,245.19,2044548.4,933.8,93,2009-11-30,2011-09-05,True,63.15384615384615,138.53349875930522,64.76335688621096,False,HANGING HEART ZINC T-LIGHT HOLDER,A,X,AX
22556,SimpleExponentialSmoothing,0.2087,4.06,1530151.6,906.9,93,2009-11-30,2011-09-05,True,47.0,41.851943755169565,49.07294702180539,False,PLASTERS IN TIN CIRCUS PARADE,A,Y,AY
37449,SimpleExponentialSmoothing,0.0676,39.66,107307.9,659.7,93,2009-11-30,2011-09-05,True,7.923076923076923,20.386269644334163,9.95818063042868,False,CERAMIC CAKE STAND + HANGING CAKES,A,Y,AY
85014A,SimpleExponentialSmoothing,0.3762,461.6,1034784.9,870.5,93,2009-11-30,2011-09-05,True,19.923076923076923,26.37303556658395,16.932240835723324,True,BLACK/BLUE POLKADOT UMBRELLA,A,Z,AZ
20749,SimpleExponentialSmoothing,0.0,25.69,70400.0,620.5,93,2009-11-30,2011-09-05,True,37.07692307692308,32.73531844499586,32.73531290917637,True,ASSORTED COLOUR MINI CASES,A,Y,AY
22113,SimpleExponentialSmoothing,0.5287,201.38,323325.6,762.3,93,2009-11-30,2011-09-05,True,100.3846153846154,93.12655086848636,93.11200281057556,True,GREY HEART HOT WATER BOTTLE,A,Z,AZ
22585,SimpleExponentialSmoothing,0.4956,0.0,1651824.8,914.0,93,2009-11-30,2011-09-05,True,131.69230769230768,85.30686517783292,150.0625161406502,False,PACK OF 6 BIRDY GIFT TAGS,A,Y,AY
23202,SimpleExponentialSmoothing,0.4167,0.0,1005811.3,867.8,93,2009-11-30,2011-09-05,True,111.23076923076924,230.5525227460712,111.2949530944492,False,JUMBO BAG VINTAGE LEAF,A,Z,AZ
22499,SimpleExponentialSmoothing,0.7669,0.0,82292.1,635.0,93,2009-11-30,2011-09-05,True,4.538461538461538,28.914805624483044,4.619125159429827,False,WOODEN UNION JACK BUNTING,A,Y,AY
22941,SimpleExponentialSmoothing,0.4527,0.0,138331.5,683.3,93,2009-11-30,2011-09-05,True,74.0,90.38709677419357,59.91170401681091,True,CHRISTMAS LIGHTS 10 REINDEER,A,Z,AZ
21210,SimpleExponentialSmoothing,0.1024,133.23,1219464.3,885.8,93,2009-11-30,2011-09-05,True,86.84615384615384,72.42679900744416,78.54411439445174,True,SET OF 72 RETROSPOT PAPER  DOILIES,A,Y,AY
22456,SimpleExponentialSmoothing,0.0871,18.77,407031.2,783.7,93,2009-11-30,2011-09-05,True,13.23076923076923,12.672456575682382,11.39312040345099,True,NATURAL SLATE CHALKBOARD LARGE,A,Y,AY
22969,SimpleExponentialSmoothing,0.2825,0.0,3411830.8,981.4,93,2009-11-30,2011-09-05,True,169.07692307692307,159.60545905707198,153.36945491741747,True,HOMEMADE JAM SCENTED CANDLES,A,Z,AZ
21213,SimpleExponentialSmoothing,0.1182,351.12,8803849.4,1069.6,93,2009-11-30,2011-09-05,True,521.3076923076923,199.0661703887511,182.10706132197785,True,PACK OF 72 SKULL CAKE CASES,A,Y,AY
21258,SimpleExponentialSmoothing,0.8416,58.11,21930.4,512.1,93,2009-11-30,2011-09-05,True,9.923076923076923,8.07940446650124,10.873287106380925,False,VICTORIAN SEWING BOX LARGE,A,Z,AZ
23209,SimpleExponentialSmoothing,0.3209,0.0,1965593.5,930.2,93,2009-11-30,2011-09-05,True,122.53846153846152,255.2663358147229,136.95397788559615,False,LUNCH BAG VINTAGE DOILY,A,Z,AZ
85048,SimpleExponentialSmoothing,0.6715,70.31,61213.9,607.5,93,2009-11-30,2011-09-05,True,49.53846153846154,66.54342431761786,42.29788325619322,True,15CM CHRISTMAS GLASS BALL 20 LIGHTS,A,Z,AZ
22570,SimpleExponentialSmoothing,0.1907,2.7,389281.0,779.6,93,2009-11-30,2011-09-05,True,72.3076923076923,74.7518610421836,78.027274129368,False,FELTCRAFT CUSHION RABBIT,A,Y,AY
22424,SimpleExponentialSmoothing,0.17,0.44,26518.8,529.7,93,2009-11-30,2011-09-05,True,8.0,7.551695616211745,7.606820071743426,True,ENAMEL BREAD BIN CREAM,A,Y,AY
23206,SimpleExponentialSmoothing,0.2875,0.0,1445240.9,901.6,93,2009-11-30,2011-09-05,True,175.84615384615384,153.50785773366422,149.45619955841627,True,LUNCH BAG APPLE DESIGN,A,Z,AZ
84997A,SimpleExponentialSmoothing,0.0,49.61,296220.1,754.2,93,2009-11-30,2011-09-05,True,41.0,36.46650124069479,36.466500371619176,True,GREEN 3 PIECE MINI DOTS CUTLERY SET,A,Y,AY
22294,SimpleExponentialSmoothing,0.253,337.02,2036809.6,933.5,93,2009-11-30,2011-09-05,True,80.3076923076923,96.16129032258068,71.58383439297623,True,HEART FILIGREE DOVE  SMALL,A,Y,AY
22356,SimpleExponentialSmoothing,0.0,183.59,1186580.5,883.2,93,2009-11-30,2011-09-05,True,86.84615384615384,76.61869313482215,76.61868795005893,True,CHARLOTTE BAG PINK POLKADOT,A,X,AX
21218,SimpleExponentialSmoothing,0.0,51.95,146996.7,689.0,93,2009-11-30,2011-09-05,True,33.92307692307692,30.663358147229115,30.66335677094777,True,RED SPOTTY BISCUIT TIN,A,Y,AY
48116,SimpleExponentialSmoothing,0.0,31.58,316218.6,760.2,93,2009-11-30,2011-09-05,True,39.76923076923077,52.86352357320101,52.86352154392979,False,DOORMAT MULTICOLOUR STRIPE,A,Z,AZ
22632,SimpleExponentialSmoothing,0.2382,0.0,5180845.9,1020.3,93,2009-11-30,2011-09-05,True,101.0,153.48221670802317,124.73662574075205,False,HAND WARMER RED RETROSPOT,A,Z,AZ
22617,SimpleExponentialSmoothing,0.1235,8.31,160423.3,697.1,93,2009-11-30,2011-09-05,True,57.61538461538461,52.64185277088502,58.72358040168945,False,BAKING SET SPACEBOY DESIGN,A,Y,AY
22693,SimpleExponentialSmoothing,0.0845,6.53,15603877.1,1122.8,93,2009-11-30,2011-09-05,True,92.53846153846152,96.43258891645988,92.83612667684224,False,GROW A FLYTRAP OR SUNFLOWER IN TIN,A,Z,AZ
20723,SimpleExponentialSmoothing,0.1,118.77,959532.7,863.5,93,2009-11-30,2011-09-05,True,137.15384615384616,56.77253928866833,68.56084544421535,True,STRAWBERRY CHARLOTTE BAG,A,X,AX
21559,SimpleExponentialSmoothing,0.0,78.53,335915.2,765.9,93,2009-11-30,2011-09-05,True,47.07692307692308,43.58726220016543,43.58726586467545,True,STRAWBERRY LUNCH BOX WITH CUTLERY,A,X,AX
22568,SimpleExponentialSmoothing,0.3372,0.15,198230.7,716.8,93,2009-11-30,2011-09-05,True,89.3076923076923,85.81637717121588,79.18026616446535,True,FELTCRAFT CUSHION OWL,A,Y,AY
85150,SimpleExponentialSmoothing,0.0,79.59,595194.5,819.1,93,2009-11-30,2011-09-05,True,347.6923076923077,24.828784119106707,24.82877635966294,True,LADIES & GENTLEMEN METAL SIGN,A,Y,AY
21216,SimpleExponentialSmoothing,0.1683,46.26,89281.4,642.6,93,2009-11-30,2011-09-05,True,19.153846153846157,19.56741108354012,19.856583247119488,False,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",A,Y,AY
22273,SimpleExponentialSmoothing,0.0,47.17,446327.3,792.3,93,2009-11-30,2011-09-05,True,205.30769230769232,194.14061207609595,194.1406117769786,True,FELTCRAFT DOLL MOLLY,A,Z,AZ
22569,SimpleExponentialSmoothing,0.2144,1.66,480236.0,799.1,93,2009-11-30,2011-09-05,True,66.23076923076923,65.35401157981804,71.18111479039159,False,FELTCRAFT CUSHION BUTTERFLY,A,Y,AY
21622,SimpleExponentialSmoothing,0.0626,63.18,522804.4,807.0,93,2009-11-30,2011-09-05,True,2.3846153846153846,37.23904052936311,7.446737260625508,False,VINTAGE UNION JACK CUSHION COVER,A,Z,AZ
22900,SimpleExponentialSmoothing,0.1324,0.29,692747.0,833.2,93,2009-11-30,2011-09-05,True,58.07692307692308,43.54838709677419,40.51331134619226,True,SET 2 TEA TOWELS I LOVE LONDON,A,Z,AZ
22413,SimpleExponentialSmoothing,0.1892,18.84,365810.6,773.8,93,2009-11-30,2011-09-05,True,142.53846153846155,139.12406947890818,142.2595891436865,True,METAL SIGN TAKE IT OR LEAVE IT,A,Z,AZ
48129,SimpleExponentialSmoothing,0.0713,40.73,224469.1,728.4,93,2009-11-30,2011-09-05,True,44.0,41.5616211745244,29.963430819970647,True,DOORMAT TOPIARY,A,Z,AZ
22381,SimpleExponentialSmoothing,0.2267,22.4,596375.7,819.2,93,2009-11-30,2011-09-05,True,58.07692307692308,75.5880893300248,58.00576441297368,True,TOY TIDY PINK POLKADOT,A,Y,AY
21174,SimpleExponentialSmoothing,0.0664,109.95,489978.7,801.0,93,2009-11-30,2011-09-05,True,96.6923076923077,96.76013234077752,100.9007692577499,False,POTTERING IN THE SHED METAL SIGN,A,Y,AY
22558,SimpleExponentialSmoothing,0.4563,0.0,1574739.1,909.5,93,2009-11-30,2011-09-05,True,127.53846153846152,72.17287014061206,60.9137624358315,True,CLOTHES PEGS RETROSPOT PACK 24,A,Y,AY
22169,SimpleExponentialSmoothing,0.183,6.72,15012.9,476.8,93,2009-11-30,2011-09-05,True,23.76923076923077,20.74937965260545,20.3342212984002,True,FAMILY ALBUM WHITE PICTURE FRAME,A,Y,AY
22561,SimpleExponentialSmoothing,0.5285,0.0,822583.7,849.1,93,2009-11-30,2011-09-05,True,46.61538461538461,58.7948717948718,36.2777655910885,True,WOODEN SCHOOL COLOURING SET,A,Y,AY
21340,SimpleExponentialSmoothing,0.36,11.45,48412.0,585.7,93,2009-11-30,2011-09-05,True,13.923076923076923,8.05210918114144,10.148090598189448,True,CLASSIC METAL BIRDCAGE PLANT HOLDER,A,Y,AY
22427,SimpleExponentialSmoothing,0.3039,0.0,90628.4,644.0,93,2009-11-30,2011-09-05,True,28.923076923076923,26.46236559139785,33.95607876099015,False,ENAMEL FLOWER JUG CREAM,A,Y,AY
22952,SimpleExponentialSmoothing,0.5419,0.0,16308839.7,1126.9,93,2009-11-30,2011-09-05,True,357.9230769230769,647.2729528535981,399.9712149787486,False,60 CAKE CASES VINTAGE CHRISTMAS,A,Z,AZ
21908,SimpleExponentialSmoothing,0.0546,136.74,1216278.0,885.5,93,2009-11-30,2011-09-05,True,74.46153846153847,76.43507030603806,70.80089543588734,True,CHOCOLATE THIS WAY METAL SIGN,A,Y,AY
22061,SimpleExponentialSmoothing,0.1141,30.21,53397.5,594.8,93,2009-11-30,2011-09-05,True,20.692307692307693,25.94789081885856,20.121825059516134,True,LARGE CAKE STAND  HANGING STRAWBERY,A,Y,AY
84949,SimpleExponentialSmoothing,0.2346,131.33,1105201.2,876.6,93,2009-11-30,2011-09-05,True,108.3076923076923,103.7196029776675,113.29396872318917,False,SILVER HANGING T-LIGHT HOLDER,A,Y,AY
71053,SimpleExponentialSmoothing,0.2822,22.31,177170.9,706.4,93,2009-11-30,2011-09-05,True,27.07692307692308,23.520264681555,23.99908486925701,True,WHITE METAL LANTERN,A,Y,AY
84947,SimpleExponentialSmoothing,0.0,132.32,1332026.3,894.0,93,2009-11-30,2011-09-05,True,160.07692307692307,169.16129032258064,169.16148010647973,False,ANTIQUE SILVER TEA GLASS ENGRAVED,A,Y,AY
47591D,SimpleExponentialSmoothing,0.3517,194.65,411007.7,784.6,93,2009-11-30,2011-09-05,True,98.0,46.35732009925558,75.92363719672504,True,PINK FAIRY CAKE CHILDRENS APRON,A,Y,AY
22555,SimpleExponentialSmoothing,0.1378,10.56,1436071.6,901.0,93,2009-11-30,2011-09-05,True,82.6923076923077,40.28453267162944,43.87153606011797,True,PLASTERS IN TIN STRONGMAN,A,Y,AY
21035,SimpleExponentialSmoothing,0.0,57.59,500822.5,803.0,93,2009-11-30,2011-09-05,True,48.0,48.85690653432589,48.85688937421477,False,SET/2 RED RETROSPOT TEA TOWELS,A,Y,AY
22041,SimpleExponentialSmoothing,0.0,66.2,419635.1,786.6,93,2009-11-30,2011-09-05,True,52.84615384615385,55.56823821339951,55.568235095635146,False,"RECORD FRAME 7"" SINGLE SIZE",A,Y,AY
21121,SimpleExponentialSmoothing,0.0,147.82,2100151.9,936.3,93,2009-11-30,2011-09-05,True,112.76923076923076,86.74772539288666,86.74749117344639,True,SET/10 RED POLKADOT PARTY CANDLES,A,Y,AY
22847,SimpleExponentialSmoothing,0.5746,0.0,14577.9,474.1,93,2009-11-30,2011-09-05,True,26.07692307692308,13.908188585607942,14.69187447586576,True,BREAD BIN DINER STYLE IVORY,A,Y,AY
21484,SimpleExponentialSmoothing,0.5412,180.31,229812.2,730.6,93,2009-11-30,2011-09-05,True,50.0,43.06286186931348,56.50722989757735,False,CHICK GREY HOT WATER BOTTLE,A,Z,AZ
21430,SimpleExponentialSmoothing,0.1366,26.24,235765.9,732.9,93,2009-11-30,2011-09-05,True,30.384615384615383,18.687344913151364,37.14824568788838,False,SET/3 RED GINGHAM ROSE STORAGE BOX,A,Y,AY
22505,SimpleExponentialSmoothing,0.1352,8.89,142220.9,685.9,93,2009-11-30,2011-09-05,True,15.846153846153848,19.31100082712986,15.955041405881314,False,MEMO BOARD COTTAGE DESIGN,A,Y,AY
22147,SimpleExponentialSmoothing,0.2252,139.53,911662.2,858.7,93,2009-11-30,2011-09-05,True,217.30769230769232,210.61538461538464,220.47779702695487,False,FELTCRAFT BUTTERFLY HEARTS,A,Y,AY
22560,SimpleExponentialSmoothing,0.229,4.56,1328589.7,893.7,93,2009-11-30,2011-09-05,True,249.6153846153846,170.5674110835401,166.37771127992872,True,TRADITIONAL MODELLING CLAY,A,Y,AY
22352,SimpleExponentialSmoothing,0.0,68.18,218513.9,725.9,93,2009-11-30,2011-09-05,True,31.615384615384617,33.11910669975186,33.11910527846955,False,LUNCH BOX WITH CUTLERY RETROSPOT,A,X,AX
22297,SimpleExponentialSmoothing,0.287,160.77,1075230.2,874.1,93,2009-11-30,2011-09-05,True,39.84615384615385,73.95119933829612,37.80410556622876,True,HEART IVORY TRELLIS SMALL,A,Y,AY
84945,SimpleExponentialSmoothing,0.2771,4.9,3469863.4,983.0,93,2009-11-30,2011-09-05,True,220.30769230769232,184.45657568238212,193.8632613103212,True,MULTI COLOUR SILVER T-LIGHT HOLDER,A,Y,AY
84970L,SimpleExponentialSmoothing,0.0675,207.39,1548004.3,907.9,93,2009-11-30,2011-09-05,True,52.53846153846154,98.05210918114145,66.56200488329156,False,SINGLE HEART ZINC T-LIGHT HOLDER,A,X,AX
21914,SimpleExponentialSmoothing,0.5557,7.22,1062110.5,872.9,93,2009-11-30,2011-09-05,True,103.07692307692308,176.5409429280397,135.5700412475745,False,BLUE HARMONICA IN BOX,A,Y,AY
22633,SimpleExponentialSmoothing,0.8166,0.0,959098.7,863.4,93,2009-11-30,2011-09-05,True,173.07692307692307,223.56079404466504,180.14125872778965,False,HAND WARMER UNION JACK,A,Z,AZ
22776,SimpleExponentialSmoothing,0.5299,0.0,25467.6,526.0,93,2009-11-30,2011-09-05,True,8.0,6.73697270471464,9.99666891213022,False,SWEETHEART CAKESTAND 3 TIER,A,Y,AY
21136,SimpleExponentialSmoothing,0.0,96.11,1054754.9,872.3,93,2009-11-30,2011-09-05,True,37.84615384615385,43.66749379652605,43.66748910090514,False,PAINTED METAL PEARS ASSORTED,A,Y,AY
20718,SimpleExponentialSmoothing,0.0605,153.23,873787.6,854.8,93,2009-11-30,2011-09-05,True,49.61538461538461,61.07113316790737,50.38004096140384,False,RED RETROSPOT SHOPPER BAG,A,X,AX
22557,SimpleExponentialSmoothing,0.2632,2.21,999641.8,867.3,93,2009-11-30,2011-09-05,True,34.92307692307692,35.05789909015716,39.100629558886375,False,PLASTERS IN TIN VINTAGE PAISLEY,A,Y,AY
84992,SimpleExponentialSmoothing,0.0394,405.41,9227061.7,1074.0,93,2009-11-30,2011-09-05,True,111.92307692307692,171.26881720430111,133.37888824553218,False,72 SWEETHEART FAIRY CAKE CASES,A,Y,AY
22366,SimpleExponentialSmoothing,0.1014,17.54,181251.1,708.5,93,2009-11-30,2011-09-05,True,22.615384615384617,19.165425971877585,22.88754844043158,False,DOORMAT AIRMAIL,A,Z,AZ
21889,SimpleExponentialSmoothing,0.3371,122.08,943000.1,861.9,93,2009-11-30,2011-09-05,True,96.3076923076923,137.15136476426798,103.17100397625548,False,WOODEN BOX OF DOMINOES,A,Y,AY
23240,SimpleExponentialSmoothing,0.2929,0.0,259300.3,741.8,93,2009-11-30,2011-09-05,True,32.0,115.34822167080236,32.22042474796557,False,SET OF 4 KNICK KNACK TINS DOILY,A,Z,AZ
21156,SimpleExponentialSmoothing,0.1392,85.95,1059848.8,872.7,93,2009-11-30,2011-09-05,True,72.23076923076923,40.65922249793217,69.64322619991214,True,RETROSPOT CHILDRENS APRON,A,Y,AY
22654,SimpleExponentialSmoothing,0.4731,0.0,51825.2,592.0,93,2009-11-30,2011-09-05,True,21.53846153846154,15.2944582299421,19.83668197153635,True,DELUXE SEWING KIT,A,Y,AY
21535,SimpleExponentialSmoothing,0.0724,85.77,196786.8,716.1,93,2009-11-30,2011-09-05,True,26.23076923076923,47.2597187758478,32.574319137661504,False,RED RETROSPOT SMALL MILK JUG,A,Y,AY
